
55,55,-55,55,55,-55,-55,-55,55,65,-55,65,55,-65,-55,-65,65,55,-65,55,65,-55,-65,-55,65,65,-65,65,65,-65,-65,-65,
54.8232,54.8232,-54.8232,54.8232,54.8232,-54.8232,-54.8232,-54.8232,54.8299,64.85,-54.8299,64.85,54.8299,-64.85,-54.8299,-64.85,64.85,54.8299,-64.85,54.8299,64.85,-54.8299,-64.85,-54.8299,64.85,64.85,-64.85,64.85,64.85,-64.85,-64.85,-64.85,
54.6464,54.6465,-54.6464,54.6465,54.6464,-54.6465,-54.6464,-54.6465,54.6598,64.6668,-54.6598,64.6668,54.6598,-64.6668,-54.6598,-64.6668,64.6668,54.6598,-64.6668,54.6598,64.6668,-54.6598,-64.6668,-54.6598,64.6732,64.6732,-64.6732,64.6732,64.6732,-64.6732,-64.6732,-64.6732,
54.4696,54.4697,-54.4696,54.4697,54.4697,-54.4697,-54.4696,-54.4697,54.4897,64.4836,-54.4897,64.4836,54.4897,-64.4836,-54.4897,-64.4836,64.4836,54.4897,-64.4836,54.4897,64.4835,-54.4897,-64.4836,-54.4897,64.4965,64.4964,-64.4965,64.4965,64.4965,-64.4965,-64.4965,-64.4965,
54.2929,54.2929,-54.2929,54.2929,54.2929,-54.2929,-54.2929,-54.2929,54.3196,64.3004,-54.3196,64.3003,54.3196,-64.3004,-54.3196,-64.3003,64.3003,54.3196,-64.3004,54.3196,64.3003,-54.3196,-64.3003,-54.3196,64.3197,64.3196,-64.3197,64.3197,64.3197,-64.3197,-64.3197,-64.3197,
54.1161,54.1161,-54.1161,54.1161,54.1161,-54.1161,-54.1161,-54.1161,54.1495,64.1171,-54.1495,64.1171,54.1495,-64.1172,-54.1495,-64.1171,64.1171,54.1496,-64.1172,54.1495,64.1171,-54.1495,-64.1171,-54.1495,64.1429,64.1429,-64.1429,64.1429,64.1429,-64.1429,-64.1429,-64.1429,
53.9393,53.9394,-53.9393,53.9393,53.9393,-53.9394,-53.9393,-53.9393,53.9794,63.9339,-53.9795,63.9339,53.9794,-63.9339,-53.9795,-63.9339,63.9339,53.9795,-63.934,53.9794,63.9339,-53.9794,-63.9339,-53.9794,63.9661,63.9661,-63.9661,63.9661,63.9662,-63.9661,-63.9661,-63.9661,
53.7625,53.7626,-53.7625,53.7625,53.7626,-53.7626,-53.7626,-53.7626,53.8094,63.7507,-53.8094,63.7507,53.8093,-63.7507,-53.8094,-63.7507,63.7507,53.8094,-63.7507,53.8093,63.7507,-53.8093,-63.7507,-53.8093,63.7894,63.7893,-63.7893,63.7893,63.7894,-63.7894,-63.7894,-63.7893,
53.5858,53.5858,-53.5857,53.5858,53.5858,-53.5858,-53.5858,-53.5858,53.6393,63.5675,-53.6393,63.5674,53.6392,-63.5675,-53.6393,-63.5674,63.5675,53.6393,-63.5675,53.6392,63.5675,-53.6392,-63.5675,-53.6392,63.6126,63.6125,-63.6126,63.6126,63.6126,-63.6126,-63.6126,-63.6126,
53.409,53.409,-53.4089,53.409,53.409,-53.409,-53.409,-53.409,53.4692,63.3843,-53.4692,63.3842,53.4691,-63.3843,-53.4692,-63.3842,63.3842,53.4692,-63.3843,53.4692,63.3843,-53.4692,-63.3843,-53.4691,63.4358,63.4358,-63.4358,63.4358,63.4359,-63.4358,-63.4358,-63.4358,
53.2322,53.2322,-53.2321,53.2322,53.2322,-53.2322,-53.2323,-53.2322,53.2991,63.201,-53.2991,63.201,53.2991,-63.201,-53.2991,-63.201,63.201,53.2991,-63.2011,53.2991,63.201,-53.2991,-63.2011,-53.299,63.259,63.259,-63.259,63.259,63.2591,-63.259,-63.259,-63.259,
53.0554,53.0555,-53.0554,53.0554,53.0555,-53.0555,-53.0555,-53.0555,53.129,63.0178,-53.129,63.0178,53.129,-63.0178,-53.129,-63.0177,63.0178,53.129,-63.0179,53.129,63.0178,-53.129,-63.0178,-53.1289,63.0823,63.0822,-63.0822,63.0822,63.0823,-63.0823,-63.0823,-63.0822,
52.8787,52.8787,-52.8786,52.8786,52.8787,-52.8787,-52.8787,-52.8787,52.9589,62.8346,-52.9589,62.8346,52.9589,-62.8346,-52.9589,-62.8345,62.8346,52.9589,-62.8346,52.9589,62.8346,-52.9589,-62.8346,-52.9589,62.9055,62.9055,-62.9055,62.9054,62.9056,-62.9055,-62.9055,-62.9055,
52.7019,52.7019,-52.7018,52.7018,52.7019,-52.7019,-52.7019,-52.7019,52.7888,62.6514,-52.7888,62.6513,52.7888,-62.6514,-52.7888,-62.6513,62.6514,52.7889,-62.6514,52.7888,62.6514,-52.7888,-62.6514,-52.7888,62.7287,62.7287,-62.7287,62.7287,62.7288,-62.7287,-62.7287,-62.7287,
52.5251,52.5251,-52.5251,52.525,52.5252,-52.5251,-52.5251,-52.5251,52.6187,62.4682,-52.6187,62.4681,52.6187,-62.4682,-52.6187,-62.4681,62.4681,52.6188,-62.4682,52.6187,62.4682,-52.6188,-62.4682,-52.6187,62.5519,62.5519,-62.5519,62.5519,62.552,-62.5519,-62.5519,-62.5519,
52.3483,52.3484,-52.3483,52.3483,52.3484,-52.3483,-52.3484,-52.3483,52.4486,62.285,-52.4487,62.2849,52.4486,-62.285,-52.4486,-62.2849,62.2849,52.4486,-62.285,52.4486,62.2849,-52.4487,-62.285,-52.4486,62.3752,62.3751,-62.3752,62.3751,62.3753,-62.3751,-62.3751,-62.3751,
52.1716,52.1716,-52.1715,52.1715,52.1716,-52.1716,-52.1716,-52.1715,52.2785,62.1018,-52.2786,62.1017,52.2785,-62.1017,-52.2785,-62.1017,62.1017,52.2786,-62.1018,52.2785,62.1017,-52.2786,-62.1017,-52.2785,62.1984,62.1983,-62.1984,62.1983,62.1985,-62.1984,-62.1984,-62.1984,
51.9948,51.9948,-51.9947,51.9947,51.9949,-51.9948,-51.9948,-51.9947,52.1084,61.9185,-52.1085,61.9185,52.1084,-61.9185,-52.1085,-61.9185,61.9185,52.1085,-61.9185,52.1084,61.9185,-52.1085,-61.9185,-52.1084,62.0216,62.0216,-62.0216,62.0216,62.0217,-62.0216,-62.0216,-62.0216,
51.818,51.818,-51.818,51.8179,51.8181,-51.818,-51.818,-51.818,51.9383,61.7353,-51.9384,61.7352,51.9383,-61.7353,-51.9384,-61.7353,61.7353,51.9384,-61.7353,51.9383,61.7353,-51.9384,-61.7353,-51.9383,61.8448,61.8448,-61.8449,61.8448,61.8449,-61.8448,-61.8448,-61.8448,
